	ANI	Aligned kmers	Total kmers	Query sample ID	Reference sample ID	Query hybrid contig ID	Reference hybrid contig ID	Alignment fraction
4015	96.2481	903	988	DIV1368e	DIV0806c	chromosome	chromosome	0.9139676113360324
4016	87.7419	826	988	DIV1368e	DIV2417	chromosome	chromosome	0.8360323886639676
4017	87.7406	817	988	DIV1368e	DIV2381	chromosome	chromosome	0.8269230769230769
4018	87.736	824	988	DIV1368e	DIV2359	chromosome	chromosome	0.8340080971659919
4019	87.6819	836	988	DIV1368e	DIV2371	chromosome	chromosome	0.8461538461538461
4020	80.2058	391	988	DIV1368e	AZ082	chromosome	chromosome	0.395748987854251
4021	80.2058	391	988	DIV1368e	AZ085	chromosome	chromosome	0.395748987854251
4022	80.1785	390	988	DIV1368e	AZ078	chromosome	chromosome	0.3947368421052631
4023	80.1179	380	988	DIV1368e	DIV1072d	chromosome	chromosome	0.3846153846153846
4024	80.096	389	988	DIV1368e	AZ077	chromosome	chromosome	0.3937246963562753
4025	80.0776	331	988	DIV1368e	AZ146	chromosome	chromosome	0.3350202429149798
4026	80.0689	400	988	DIV1368e	DIV1371a	chromosome	chromosome	0.4048582995951417
4027	80.0197	391	988	DIV1368e	GCID-2549	chromosome	chromosome	0.395748987854251
4028	80.0178	332	988	DIV1368e	DIV0837a	chromosome	chromosome	0.3360323886639676
4029	80.0111	396	988	DIV1368e	DIV1726a	chromosome	chromosome	0.4008097165991903
4030	79.9962	398	988	DIV1368e	GCID-2585	chromosome	chromosome	0.402834008097166
4031	79.9672	391	988	DIV1368e	GCID-2672	chromosome	chromosome	0.395748987854251
4032	79.9672	391	988	DIV1368e	DIV1682a	chromosome	chromosome	0.395748987854251
4033	79.929	334	988	DIV1368e	GCID-2719	chromosome	chromosome	0.3380566801619433
4034	79.9146	333	988	DIV1368e	DIV0901a	chromosome	chromosome	0.3370445344129554
4035	79.9115	339	988	DIV1368e	DIV0436a	chromosome	chromosome	0.3431174089068826
4036	79.9059	389	988	DIV1368e	DIV1421a	chromosome	chromosome	0.3937246963562753
4037	79.902	341	988	DIV1368e	GCID-2733	chromosome	chromosome	0.3451417004048583
4038	79.8894	332	988	DIV1368e	DIV0673	chromosome	chromosome	0.3360323886639676
4039	79.8384	339	988	DIV1368e	GCID-2696	chromosome	chromosome	0.3431174089068826
4040	79.8002	344	988	DIV1368e	DIV2446a	chromosome	chromosome	0.3481781376518219
4041	79.7544	361	988	DIV1368e	DIV1283b	chromosome	chromosome	0.3653846153846153
4042	79.7035	337	988	DIV1368e	DIV0007	chromosome	chromosome	0.3410931174089069
4043	79.6798	352	988	DIV1368e	DIV0872a	chromosome	chromosome	0.3562753036437247
4044	79.679	340	988	DIV1368e	DIV1248a	chromosome	chromosome	0.3441295546558704
4045	79.6481	351	988	DIV1368e	DIV2377	chromosome	chromosome	0.3552631578947368
4046	79.6481	351	988	DIV1368e	GCID-2675	chromosome	chromosome	0.3552631578947368
4047	79.6481	351	988	DIV1368e	DIV2383	chromosome	chromosome	0.3552631578947368
4048	79.6481	351	988	DIV1368e	GCID-2651	chromosome	chromosome	0.3552631578947368
4049	79.6481	351	988	DIV1368e	DIV2391	chromosome	chromosome	0.3552631578947368
4050	79.629	317	988	DIV1368e	GCID-2630	chromosome	chromosome	0.3208502024291498
4051	79.4827	312	988	DIV1368e	GCID-2628	chromosome	chromosome	0.3157894736842105
4052	79.2281	265	988	DIV1368e	DIV0238e	chromosome	chromosome	0.2682186234817814
4053	79.2281	265	988	DIV1368e	DIV0719d	chromosome	chromosome	0.2682186234817814
4054	100.0	934	934	DIV1368f	DIV1368f	chromosome	chromosome	1.0
4055	98.5628	845	934	DIV1368f	DIV1315a	chromosome	chromosome	0.904710920770878
4056	98.5542	826	934	DIV1368f	GCID-2687	chromosome	chromosome	0.8843683083511777
4057	98.5542	826	934	DIV1368f	DIV2419	chromosome	chromosome	0.8843683083511777
4058	98.5167	850	934	DIV1368f	DIV2454a	chromosome	chromosome	0.9100642398286938
4059	98.5167	850	934	DIV1368f	DIV2463a	chromosome	chromosome	0.9100642398286938
4060	98.5116	834	934	DIV1368f	GCID-2718	chromosome	chromosome	0.892933618843683
4061	98.5099	841	934	DIV1368f	GCID-2612	chromosome	chromosome	0.9004282655246253
4062	98.5001	841	934	DIV1368f	GCID-2723	chromosome	chromosome	0.9004282655246253
4063	98.4975	813	934	DIV1368f	DIV2468a	chromosome	chromosome	0.8704496788008566
4064	98.4975	813	934	DIV1368f	DIV2455a	chromosome	chromosome	0.8704496788008566
4065	98.4974	813	934	DIV1368f	DIV2461a	chromosome	chromosome	0.8704496788008566
4066	98.471	838	934	DIV1368f	GCID-2646	chromosome	chromosome	0.8972162740899358
4067	98.4621	868	934	DIV1368f	DIV0839b	chromosome	chromosome	0.9293361884368307
4068	98.4615	837	934	DIV1368f	GCID-2704	chromosome	chromosome	0.8961456102783726
4069	98.4615	837	934	DIV1368f	GCID-2704	chromosome	chromosome	0.8961456102783726
4070	98.4602	849	934	DIV1368f	GCID-2636	chromosome	chromosome	0.9089935760171306
4071	98.4507	845	934	DIV1368f	GCID-2705	chromosome	chromosome	0.904710920770878
4072	98.4461	840	934	DIV1368f	AZ081	chromosome	chromosome	0.8993576017130621
4073	98.4443	848	934	DIV1368f	DIV2372	chromosome	chromosome	0.9079229122055674
4074	98.4441	834	934	DIV1368f	DIV0682	chromosome	chromosome	0.892933618843683
4075	98.4441	848	934	DIV1368f	DIV0198e	chromosome	chromosome	0.9079229122055674
4076	98.429	852	934	DIV1368f	AZ107	chromosome	chromosome	0.91220556745182
4077	98.4231	826	934	DIV1368f	GCID-2694	chromosome	chromosome	0.8843683083511777
4078	98.4205	841	934	DIV1368f	GCID-2664	chromosome	chromosome	0.9004282655246253
4079	98.4179	842	934	DIV1368f	AZ029	chromosome	chromosome	0.9014989293361884
4080	98.4153	843	934	DIV1368f	AZ134	chromosome	chromosome	0.9025695931477516
4081	98.4145	840	934	DIV1368f	DIV1614a	chromosome	chromosome	0.8993576017130621
4082	98.4141	845	934	DIV1368f	GCID-2674	chromosome	chromosome	0.904710920770878
4083	98.4042	852	934	DIV1368f	DIV1325a	chromosome	chromosome	0.91220556745182
4084	98.404	843	934	DIV1368f	GCID-2660	chromosome	chromosome	0.9025695931477516
4085	98.4039	843	934	DIV1368f	GCID-2730	chromosome	chromosome	0.9025695931477516
4086	98.4025	849	934	DIV1368f	AZ183	chromosome	chromosome	0.9089935760171306
4087	98.4022	842	934	DIV1368f	DIV1409a	chromosome	chromosome	0.9014989293361884
4088	98.3872	828	934	DIV1368f	DIV2385	chromosome	chromosome	0.8865096359743041
4089	98.3871	828	934	DIV1368f	GCID-2583	chromosome	chromosome	0.8865096359743041
4090	98.387	821	934	DIV1368f	AZ088	chromosome	chromosome	0.8790149892933619
4091	98.3831	836	934	DIV1368f	AZ008	chromosome	chromosome	0.8950749464668094
4092	98.3804	845	934	DIV1368f	GCID-2648	chromosome	chromosome	0.904710920770878
4093	98.3801	858	934	DIV1368f	GCID-2709	chromosome	chromosome	0.9186295503211992
4094	98.377	849	934	DIV1368f	DIV0841a	chromosome	chromosome	0.9089935760171306
4095	98.3692	841	934	DIV1368f	DIV2416	chromosome	chromosome	0.9004282655246253
4096	98.3691	848	934	DIV1368f	AZ180	chromosome	chromosome	0.9079229122055674
4097	98.369	841	934	DIV1368f	DIV0206e	chromosome	chromosome	0.9004282655246253
4098	98.3592	837	934	DIV1368f	GCID-2653	chromosome	chromosome	0.8961456102783726
4099	98.357	863	934	DIV1368f	DIV0188	chromosome	chromosome	0.923982869379015
4100	98.3489	841	934	DIV1368f	AZ129	chromosome	chromosome	0.9004282655246253
4101	98.3328	865	934	DIV1368f	GCID-2561	chromosome	chromosome	0.9261241970021412
4102	98.3328	865	934	DIV1368f	GCID-2608	chromosome	chromosome	0.9261241970021412
4103	98.3328	865	934	DIV1368f	GCID-2662	chromosome	chromosome	0.9261241970021412
4104	98.3328	865	934	DIV1368f	GCID-2611	chromosome	chromosome	0.9261241970021412
4105	98.3328	865	934	DIV1368f	GCID-2685	chromosome	chromosome	0.9261241970021412
4106	98.3328	865	934	DIV1368f	GCID-2573	chromosome	chromosome	0.9261241970021412
4107	98.3328	865	934	DIV1368f	GCID-2732	chromosome	chromosome	0.9261241970021412
4108	98.3328	865	934	DIV1368f	GCID-2708	chromosome	chromosome	0.9261241970021412
4109	98.3328	865	934	DIV1368f	GCID-2720	chromosome	chromosome	0.9261241970021412
4110	98.315	837	934	DIV1368f	GCID-2680	chromosome	chromosome	0.8961456102783726
4111	98.3052	834	934	DIV1368f	DIV2386	chromosome	chromosome	0.892933618843683
4112	98.2882	844	934	DIV1368f	GCID-2712	chromosome	chromosome	0.9036402569593148
4113	98.2769	835	934	DIV1368f	AZ151	chromosome	chromosome	0.8940042826552462
4114	98.274	840	934	DIV1368f	DIV1537a	chromosome	chromosome	0.8993576017130621
4115	98.2656	856	934	DIV1368f	GCID-2676	chromosome	chromosome	0.9164882226980728
4116	98.2624	856	934	DIV1368f	GCID-2700	chromosome	chromosome	0.9164882226980728
4117	98.2534	849	934	DIV1368f	AZ112	chromosome	chromosome	0.9089935760171306
4118	98.1491	834	934	DIV1368f	GCID-2553	chromosome	chromosome	0.892933618843683
4119	98.1429	828	934	DIV1368f	DIV1375a	chromosome	chromosome	0.8865096359743041
4120	97.0166	806	934	DIV1368f	DIV1337a	chromosome	chromosome	0.8629550321199143
4121	97.0058	801	934	DIV1368f	DIV1406a	chromosome	chromosome	0.8576017130620985
4122	96.9715	816	934	DIV1368f	DIV1318a	chromosome	chromosome	0.8736616702355461
4123	96.9637	820	934	DIV1368f	DIV1444a	chromosome	chromosome	0.8779443254817987
4124	96.9558	820	934	DIV1368f	DIV1347a	chromosome	chromosome	0.8779443254817987
4125	100.0	944	946	DIV1371a	DIV1371a	chromosome	chromosome	0.9978858350951374
4126	99.8247	881	946	DIV1371a	DIV1072d	chromosome	chromosome	0.9312896405919662
4127	98.832	863	946	DIV1371a	DIV1726a	chromosome	chromosome	0.912262156448203
4128	98.802	861	946	DIV1371a	GCID-2585	chromosome	chromosome	0.9101479915433404
4129	98.7965	863	946	DIV1371a	DIV1421a	chromosome	chromosome	0.912262156448203
4130	98.7723	866	946	DIV1371a	GCID-2549	chromosome	chromosome	0.9154334038054968
4131	98.743	869	946	DIV1371a	AZ082	chromosome	chromosome	0.9186046511627908
4132	98.743	869	946	DIV1371a	AZ085	chromosome	chromosome	0.9186046511627908
4133	98.7373	867	946	DIV1371a	GCID-2672	chromosome	chromosome	0.9164904862579282
4134	98.7373	867	946	DIV1371a	DIV1682a	chromosome	chromosome	0.9164904862579282
4135	98.716	859	946	DIV1371a	AZ077	chromosome	chromosome	0.9080338266384778
4136	98.7043	862	946	DIV1371a	AZ078	chromosome	chromosome	0.9112050739957716
4137	80.7712	379	946	DIV1371a	AZ146	chromosome	chromosome	0.4006342494714587
4138	80.6904	340	946	DIV1371a	GCID-2630	chromosome	chromosome	0.3594080338266385
4139	80.5471	386	946	DIV1371a	DIV1248a	chromosome	chromosome	0.4080338266384778
4140	80.5423	396	946	DIV1371a	DIV0436a	chromosome	chromosome	0.4186046511627907
4141	80.5354	371	946	DIV1371a	DIV0837a	chromosome	chromosome	0.3921775898520084
4142	80.5115	397	946	DIV1371a	GCID-2733	chromosome	chromosome	0.4196617336152219
4143	80.5081	368	946	DIV1371a	DIV0673	chromosome	chromosome	0.3890063424947146
4144	80.4895	373	946	DIV1371a	DIV2446a	chromosome	chromosome	0.394291754756871
4145	80.4526	382	946	DIV1371a	GCID-2719	chromosome	chromosome	0.4038054968287526
4146	80.4398	368	946	DIV1371a	DIV2391	chromosome	chromosome	0.3890063424947146
4147	80.4398	368	946	DIV1371a	DIV2377	chromosome	chromosome	0.3890063424947146
4148	80.4398	368	946	DIV1371a	GCID-2651	chromosome	chromosome	0.3890063424947146
4149	80.4398	368	946	DIV1371a	GCID-2675	chromosome	chromosome	0.3890063424947146
4150	80.4398	368	946	DIV1371a	DIV2383	chromosome	chromosome	0.3890063424947146
4151	80.4362	376	946	DIV1371a	DIV0007	chromosome	chromosome	0.3974630021141649
4152	80.3847	392	946	DIV1371a	GCID-2696	chromosome	chromosome	0.4143763213530655
4153	80.32	384	946	DIV1371a	DIV0872a	chromosome	chromosome	0.4059196617336152
4154	80.3086	391	946	DIV1371a	GCID-2587	chromosome	chromosome	0.4133192389006342
4155	80.2875	391	946	DIV1371a	AZ172	chromosome	chromosome	0.4133192389006342
4156	80.2875	391	946	DIV1371a	AZ171	chromosome	chromosome	0.4133192389006342
4157	80.2725	383	946	DIV1371a	GCID-2731	chromosome	chromosome	0.4048625792811839
4158	80.2196	397	946	DIV1371a	DIV1283b	chromosome	chromosome	0.4196617336152219
4159	80.1362	386	946	DIV1371a	DIV1286c	chromosome	chromosome	0.4080338266384778
4160	80.1042	391	946	DIV1371a	DIV1368e	chromosome	chromosome	0.4133192389006342
4161	80.0949	376	946	DIV1371a	DIV2371	chromosome	chromosome	0.3974630021141649
4162	80.0751	388	946	DIV1371a	DIV0901a	chromosome	chromosome	0.4101479915433403
4163	80.0532	261	946	DIV1371a	DIV0719d	chromosome	chromosome	0.2758985200845666
4164	80.0532	261	946	DIV1371a	DIV0238e	chromosome	chromosome	0.2758985200845666
4165	80.042	395	946	DIV1371a	AZ093	chromosome	chromosome	0.4175475687103594
4166	80.0308	393	946	DIV1371a	DIV2316	chromosome	chromosome	0.4154334038054968
4167	80.0202	385	946	DIV1371a	AZ147	chromosome	chromosome	0.4069767441860465
4168	80.0041	381	946	DIV1371a	AZ084	chromosome	chromosome	0.4027484143763213
4169	80.0037	389	946	DIV1371a	AZ045	chromosome	chromosome	0.4112050739957716
4170	80.0034	372	946	DIV1371a	DIV1288f	chromosome	chromosome	0.3932346723044397
4171	79.9917	374	946	DIV1371a	GCID-2734	chromosome	chromosome	0.3953488372093023
4172	79.9809	385	946	DIV1371a	DIV2417	chromosome	chromosome	0.4069767441860465
4173	79.9793	383	946	DIV1371a	DIV2381	chromosome	chromosome	0.4048625792811839
4174	79.9756	375	946	DIV1371a	AZ080	chromosome	chromosome	0.3964059196617336
4175	79.9721	385	946	DIV1371a	DIV2359	chromosome	chromosome	0.4069767441860465
4176	79.9686	389	946	DIV1371a	AZ162	chromosome	chromosome	0.4112050739957716
4177	79.9686	389	946	DIV1371a	AZ161	chromosome	chromosome	0.4112050739957716
4178	79.9594	384	946	DIV1371a	AZ095b	chromosome	chromosome	0.4059196617336152
4179	79.9458	378	946	DIV1371a	DIV0806c	chromosome	chromosome	0.3995771670190274
4180	79.9454	373	946	DIV1371a	DIV2389	chromosome	chromosome	0.394291754756871
4181	79.9452	382	946	DIV1371a	DIV2357	chromosome	chromosome	0.4038054968287526
4182	79.9362	381	946	DIV1371a	AZ062	chromosome	chromosome	0.4027484143763213
4183	79.8835	389	946	DIV1371a	AZ156	chromosome	chromosome	0.4112050739957716
4184	79.8835	389	946	DIV1371a	AZ153	chromosome	chromosome	0.4112050739957716
4185	79.8489	335	946	DIV1371a	GCID-2628	chromosome	chromosome	0.354122621564482
4186	79.8365	388	946	DIV1371a	DIV0996a	chromosome	chromosome	0.4101479915433403
4187	100.0	908	908	DIV1375a	DIV1375a	chromosome	chromosome	1.0
4188	98.8268	841	908	DIV1375a	GCID-2648	chromosome	chromosome	0.9262114537444934
4189	98.6711	831	908	DIV1375a	GCID-2705	chromosome	chromosome	0.9151982378854624
4190	98.6046	826	908	DIV1375a	GCID-2553	chromosome	chromosome	0.9096916299559472
4191	98.5728	820	908	DIV1375a	DIV1315a	chromosome	chromosome	0.9030837004405288
4192	98.5694	814	908	DIV1375a	GCID-2687	chromosome	chromosome	0.8964757709251101
4193	98.5693	814	908	DIV1375a	DIV2419	chromosome	chromosome	0.8964757709251101
4194	98.567	820	908	DIV1375a	DIV1614a	chromosome	chromosome	0.9030837004405288
4195	98.5572	819	908	DIV1375a	DIV2463a	chromosome	chromosome	0.9019823788546256
4196	98.5572	819	908	DIV1375a	DIV2454a	chromosome	chromosome	0.9019823788546256
4197	98.5523	820	908	DIV1375a	AZ081	chromosome	chromosome	0.9030837004405288
4198	98.5297	815	908	DIV1375a	AZ134	chromosome	chromosome	0.8975770925110133
4199	98.5288	828	908	DIV1375a	GCID-2718	chromosome	chromosome	0.9118942731277532
4200	98.52	818	908	DIV1375a	GCID-2704	chromosome	chromosome	0.9008810572687224
4201	98.52	818	908	DIV1375a	GCID-2704	chromosome	chromosome	0.9008810572687224
4202	98.5139	830	908	DIV1375a	AZ107	chromosome	chromosome	0.9140969162995596
4203	98.5096	822	908	DIV1375a	AZ180	chromosome	chromosome	0.9052863436123348
4204	98.5036	827	908	DIV1375a	DIV2416	chromosome	chromosome	0.9107929515418502
4205	98.5031	827	908	DIV1375a	DIV0206e	chromosome	chromosome	0.9107929515418502
4206	98.5021	825	908	DIV1375a	GCID-2723	chromosome	chromosome	0.908590308370044
4207	98.4975	813	908	DIV1375a	DIV2386	chromosome	chromosome	0.8953744493392071
4208	98.4965	833	908	DIV1375a	AZ029	chromosome	chromosome	0.9174008810572688
4209	98.4885	835	908	DIV1375a	DIV1409a	chromosome	chromosome	0.9196035242290748
4210	98.4854	827	908	DIV1375a	GCID-2608	chromosome	chromosome	0.9107929515418502
4211	98.4854	827	908	DIV1375a	GCID-2732	chromosome	chromosome	0.9107929515418502
4212	98.4854	827	908	DIV1375a	GCID-2720	chromosome	chromosome	0.9107929515418502
4213	98.4854	827	908	DIV1375a	GCID-2611	chromosome	chromosome	0.9107929515418502
4214	98.4854	827	908	DIV1375a	GCID-2708	chromosome	chromosome	0.9107929515418502
4215	98.4854	827	908	DIV1375a	GCID-2685	chromosome	chromosome	0.9107929515418502
4216	98.4854	827	908	DIV1375a	GCID-2561	chromosome	chromosome	0.9107929515418502
4217	98.4854	827	908	DIV1375a	GCID-2573	chromosome	chromosome	0.9107929515418502
4218	98.4854	827	908	DIV1375a	GCID-2662	chromosome	chromosome	0.9107929515418502
4219	98.4767	830	908	DIV1375a	GCID-2636	chromosome	chromosome	0.9140969162995596
4220	98.4746	832	908	DIV1375a	AZ008	chromosome	chromosome	0.9162995594713657
4221	98.4704	819	908	DIV1375a	DIV2461a	chromosome	chromosome	0.9019823788546256
4222	98.4704	819	908	DIV1375a	DIV2468a	chromosome	chromosome	0.9019823788546256
4223	98.4704	819	908	DIV1375a	DIV2455a	chromosome	chromosome	0.9019823788546256
4224	98.4656	822	908	DIV1375a	GCID-2612	chromosome	chromosome	0.9052863436123348
4225	98.4651	831	908	DIV1375a	AZ183	chromosome	chromosome	0.9151982378854624
4226	98.4582	831	908	DIV1375a	GCID-2660	chromosome	chromosome	0.9151982378854624
4227	98.4582	831	908	DIV1375a	GCID-2730	chromosome	chromosome	0.9151982378854624
4228	98.4562	828	908	DIV1375a	DIV2385	chromosome	chromosome	0.9118942731277532
4229	98.4562	828	908	DIV1375a	GCID-2583	chromosome	chromosome	0.9118942731277532
4230	98.4367	816	908	DIV1375a	AZ151	chromosome	chromosome	0.8986784140969163
4231	98.4269	829	908	DIV1375a	GCID-2646	chromosome	chromosome	0.9129955947136564
4232	98.4077	830	908	DIV1375a	AZ129	chromosome	chromosome	0.9140969162995596
4233	98.4029	827	908	DIV1375a	GCID-2674	chromosome	chromosome	0.9107929515418502
4234	98.3868	826	908	DIV1375a	DIV2372	chromosome	chromosome	0.9096916299559472
4235	98.3866	826	908	DIV1375a	DIV0198e	chromosome	chromosome	0.9096916299559472
4236	98.371	821	908	DIV1375a	DIV0682	chromosome	chromosome	0.9041850220264316
4237	98.3635	844	908	DIV1375a	GCID-2680	chromosome	chromosome	0.9295154185022028
4238	98.3621	832	908	DIV1375a	GCID-2664	chromosome	chromosome	0.9162995594713657
4239	98.3615	818	908	DIV1375a	AZ088	chromosome	chromosome	0.9008810572687224
4240	98.3507	841	908	DIV1375a	DIV1325a	chromosome	chromosome	0.9262114537444934
4241	98.3393	830	908	DIV1375a	DIV0841a	chromosome	chromosome	0.9140969162995596
4242	98.3381	836	908	DIV1375a	AZ112	chromosome	chromosome	0.920704845814978
4243	98.328	828	908	DIV1375a	GCID-2653	chromosome	chromosome	0.9118942731277532
4244	98.3128	846	908	DIV1375a	GCID-2709	chromosome	chromosome	0.9317180616740088
4245	98.2854	827	908	DIV1375a	GCID-2694	chromosome	chromosome	0.9107929515418502
4246	98.2796	841	908	DIV1375a	DIV0188	chromosome	chromosome	0.9262114537444934
4247	98.2758	840	908	DIV1375a	GCID-2700	chromosome	chromosome	0.9251101321585904
4248	98.273	825	908	DIV1375a	DIV1537a	chromosome	chromosome	0.908590308370044
4249	98.2724	840	908	DIV1375a	GCID-2676	chromosome	chromosome	0.9251101321585904
4250	98.2506	846	908	DIV1375a	GCID-2712	chromosome	chromosome	0.9317180616740088
4251	98.2335	835	908	DIV1375a	DIV0839b	chromosome	chromosome	0.9196035242290748
4252	98.1126	834	908	DIV1375a	DIV1368f	chromosome	chromosome	0.9185022026431718
4253	97.0031	790	908	DIV1375a	DIV1337a	chromosome	chromosome	0.8700440528634361
4254	96.9759	788	908	DIV1375a	DIV1406a	chromosome	chromosome	0.8678414096916299
4255	96.8755	805	908	DIV1375a	DIV1444a	chromosome	chromosome	0.8865638766519823
4256	96.8464	795	908	DIV1375a	DIV1318a	chromosome	chromosome	0.8755506607929515
4257	96.8092	800	908	DIV1375a	DIV1347a	chromosome	chromosome	0.8810572687224669
4258	100.0	873	873	DIV1406a	DIV1406a	chromosome	chromosome	1.0
4259	99.9964	855	873	DIV1406a	DIV1337a	chromosome	chromosome	0.979381443298969
4260	99.9571	857	873	DIV1406a	DIV1347a	chromosome	chromosome	0.981672394043528
4261	99.9309	867	873	DIV1406a	DIV1318a	chromosome	chromosome	0.993127147766323
4262	98.6822	834	873	DIV1406a	DIV1444a	chromosome	chromosome	0.9553264604810996
4263	97.1266	802	873	DIV1406a	GCID-2612	chromosome	chromosome	0.9186712485681556
4264	97.1231	804	873	DIV1406a	DIV1315a	chromosome	chromosome	0.9209621993127148
4265	97.1139	782	873	DIV1406a	GCID-2648	chromosome	chromosome	0.8957617411225659
4266	97.1003	802	873	DIV1406a	DIV2372	chromosome	chromosome	0.9186712485681556
4267	97.0945	800	873	DIV1406a	DIV1537a	chromosome	chromosome	0.9163802978235968
4268	97.0869	785	873	DIV1406a	DIV2468a	chromosome	chromosome	0.8991981672394044
4269	97.0869	785	873	DIV1406a	DIV2455a	chromosome	chromosome	0.8991981672394044
4270	97.0869	785	873	DIV1406a	DIV2461a	chromosome	chromosome	0.8991981672394044
4271	97.0809	789	873	DIV1406a	GCID-2704	chromosome	chromosome	0.9037800687285223
4272	97.0809	789	873	DIV1406a	GCID-2704	chromosome	chromosome	0.9037800687285223
4273	97.0808	795	873	DIV1406a	DIV1409a	chromosome	chromosome	0.9106529209621992
4274	97.078	794	873	DIV1406a	AZ151	chromosome	chromosome	0.9095074455899198
4275	97.0772	799	873	DIV1406a	AZ183	chromosome	chromosome	0.9152348224513172
4276	97.0745	803	873	DIV1406a	DIV0198e	chromosome	chromosome	0.9198167239404352
4277	97.0683	797	873	DIV1406a	GCID-2680	chromosome	chromosome	0.9129438717067584
4278	97.0637	808	873	DIV1406a	GCID-2694	chromosome	chromosome	0.9255441008018328
4279	97.0634	794	873	DIV1406a	AZ008	chromosome	chromosome	0.9095074455899198
4280	97.0633	787	873	DIV1406a	GCID-2660	chromosome	chromosome	0.9014891179839634
4281	97.0633	787	873	DIV1406a	GCID-2730	chromosome	chromosome	0.9014891179839634
4282	97.0547	796	873	DIV1406a	GCID-2723	chromosome	chromosome	0.9117983963344788
4283	97.0532	812	873	DIV1406a	DIV1368f	chromosome	chromosome	0.9301260022909508
4284	97.0521	796	873	DIV1406a	AZ081	chromosome	chromosome	0.9117983963344788
4285	97.045	792	873	DIV1406a	DIV1614a	chromosome	chromosome	0.9072164948453608
4286	97.0409	796	873	DIV1406a	GCID-2718	chromosome	chromosome	0.9117983963344788
4287	97.0401	804	873	DIV1406a	GCID-2712	chromosome	chromosome	0.9209621993127148
4288	97.0353	802	873	DIV1406a	DIV2386	chromosome	chromosome	0.9186712485681556
4289	97.0339	802	873	DIV1406a	AZ029	chromosome	chromosome	0.9186712485681556
4290	97.0331	795	873	DIV1406a	GCID-2646	chromosome	chromosome	0.9106529209621992
4291	97.0249	805	873	DIV1406a	AZ129	chromosome	chromosome	0.9221076746849944
4292	97.0246	794	873	DIV1406a	AZ112	chromosome	chromosome	0.9095074455899198
4293	97.0246	794	873	DIV1406a	DIV1325a	chromosome	chromosome	0.9095074455899198
4294	97.0233	797	873	DIV1406a	AZ180	chromosome	chromosome	0.9129438717067584
4295	97.016	787	873	DIV1406a	DIV1375a	chromosome	chromosome	0.9014891179839634
4296	97.0105	803	873	DIV1406a	GCID-2705	chromosome	chromosome	0.9198167239404352
4297	97.01	795	873	DIV1406a	AZ134	chromosome	chromosome	0.9106529209621992
4298	97.0018	807	873	DIV1406a	GCID-2611	chromosome	chromosome	0.9243986254295532
4299	97.0018	807	873	DIV1406a	GCID-2608	chromosome	chromosome	0.9243986254295532
4300	97.0009	808	873	DIV1406a	GCID-2685	chromosome	chromosome	0.9255441008018328
4301	96.9999	799	873	DIV1406a	DIV2419	chromosome	chromosome	0.9152348224513172
4302	96.9997	799	873	DIV1406a	GCID-2687	chromosome	chromosome	0.9152348224513172
4303	96.9981	810	873	DIV1406a	GCID-2720	chromosome	chromosome	0.9278350515463918
4304	96.9981	810	873	DIV1406a	GCID-2662	chromosome	chromosome	0.9278350515463918
4305	96.9981	810	873	DIV1406a	GCID-2573	chromosome	chromosome	0.9278350515463918
4306	96.9981	810	873	DIV1406a	GCID-2561	chromosome	chromosome	0.9278350515463918
4307	96.9981	810	873	DIV1406a	GCID-2708	chromosome	chromosome	0.9278350515463918
4308	96.9981	810	873	DIV1406a	GCID-2732	chromosome	chromosome	0.9278350515463918
4309	96.9939	803	873	DIV1406a	GCID-2553	chromosome	chromosome	0.9198167239404352
4310	96.9892	792	873	DIV1406a	GCID-2636	chromosome	chromosome	0.9072164948453608
4311	96.988	798	873	DIV1406a	GCID-2709	chromosome	chromosome	0.9140893470790378
4312	96.9863	801	873	DIV1406a	DIV2454a	chromosome	chromosome	0.9175257731958762
4313	96.9863	801	873	DIV1406a	DIV2463a	chromosome	chromosome	0.9175257731958762
4314	96.9858	793	873	DIV1406a	DIV2385	chromosome	chromosome	0.9083619702176404
4315	96.9857	793	873	DIV1406a	GCID-2583	chromosome	chromosome	0.9083619702176404
4316	96.9851	797	873	DIV1406a	GCID-2674	chromosome	chromosome	0.9129438717067584
4317	96.9834	797	873	DIV1406a	GCID-2664	chromosome	chromosome	0.9129438717067584
4318	96.9742	804	873	DIV1406a	DIV2416	chromosome	chromosome	0.9209621993127148
4319	96.9741	804	873	DIV1406a	DIV0206e	chromosome	chromosome	0.9209621993127148
4320	96.9733	800	873	DIV1406a	DIV0841a	chromosome	chromosome	0.9163802978235968
4321	96.9608	796	873	DIV1406a	GCID-2653	chromosome	chromosome	0.9117983963344788
4322	96.9601	802	873	DIV1406a	GCID-2700	chromosome	chromosome	0.9186712485681556
4323	96.9599	802	873	DIV1406a	GCID-2676	chromosome	chromosome	0.9186712485681556
4324	96.9585	802	873	DIV1406a	DIV0839b	chromosome	chromosome	0.9186712485681556
4325	96.9445	800	873	DIV1406a	DIV0682	chromosome	chromosome	0.9163802978235968
4326	96.9297	807	873	DIV1406a	DIV0188	chromosome	chromosome	0.9243986254295532
4327	96.8808	795	873	DIV1406a	AZ088	chromosome	chromosome	0.9106529209621992
4328	96.8221	817	873	DIV1406a	AZ107	chromosome	chromosome	0.9358533791523482
